BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.16039574,0.936137,0.573091745,0.0124934819,0.6166023,0.0600011647
spine,-1.20484722,1.01726425,0.5716025,0.6447523,-0.02276818,0.763082564
chest,-1.19707477,1.29319525,0.5902884,-0.697572649,0.04322257,-0.7151929
neck,-1.18360925,1.49280453,0.601326644,-0.7118486,0.013014961,-0.7021548
head,-1.18022621,1.60135508,0.6019219,-0.7251967,-0.0172096137,-0.6882014
leftShoulder,-1.17178965,1.41069877,0.666981,-0.490775734,0.400279224,-0.4801706
leftUpperArm,-1.19706869,1.40309334,0.797414839,-0.276183575,0.955741644,-0.0315755419
leftLowerArm,-1.05926728,1.18492377,0.7992553,-0.45368737,0.884731352,-0.05638883
leftHand,-0.828245044,1.01955259,0.804205,0.6398782,-0.7546092,-0.121140338
rightShoulder,-1.16806746,1.41813231,0.528018832,-0.5497848,-0.5763302,-0.4411002
rightUpperArm,-1.20385146,1.41728926,0.399844438,-0.0421702676,-0.106419131,0.154340267
rightLowerArm,-1.28433847,1.17244947,0.386963129,0.0771586746,0.144111454,-0.0187676474
rightHand,-1.30117846,0.891879559,0.345248669,0.06755846,-0.0807655752,0.146349937
leftUpLeg,-1.17900765,0.9273601,0.650487661,0.1291759,-0.9884115,-0.009081879
leftLeg,-1.0705539,0.5145661,0.6340791,-0.0517395474,-0.994469047,0.006922246
leftFoot,-1.11395609,0.08879498,0.644619,-0.563893259,0.468985617,-0.370487154
leftToe,-0.997304,0.01604943,0.601496756,-0.575708568,0.461121559,-0.3802303
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.14178383,0.9449139,0.495695829,0.09757547,-0.0142333573,0.442408562
rightLeg,-0.8037268,0.6931245,0.426776469,0.09237843,0.024128383,-0.4529033
rightFoot,-1.14935255,0.448066831,0.365412831,-0.41413635,0.346919954,-0.258883119
rightToe,-1.07900262,0.327983767,0.328128576,-0.4031491,0.3504275,-0.254115283
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-0.804240644,1.0438571,0.7982418,0.7218234,-0.340673149,0.000179526876
leftThumbMedial,-0.784805059,1.0455184,0.7638926,0.474492252,-0.624844253,0.201937437
leftThumbDistal,-0.759928,1.0314821,0.7547792,0.4444432,-0.634200037,0.170291886
leftThumbTip,-0.733511,1.0127486,0.743626237,0.4444453,-0.634199142,0.170293778
leftIndexProximal,-0.7482443,1.03722882,0.78153944,0.267227679,0.276492029,0.505591869
leftIndexMedial,-0.7193259,1.02143025,0.749919534,-0.266621172,-0.2760949,-0.505808949
leftIndexDistal,-0.7015038,1.01170492,0.7304973,-0.266216755,-0.2758301,-0.50595355
leftIndexTip,-0.6840182,1.00217044,0.7114833,-0.266217738,-0.275829,-0.505952835
leftMiddleProximal,-0.7508501,1.01267636,0.780238032,0.5162369,-0.8217805,-0.194101155
leftMiddleMedial,-0.7136762,0.9943142,0.758350432,0.483516634,-0.7755698,-0.333901137
leftMiddleDistal,-0.6952472,0.984745,0.7354357,0.4534364,-0.7315169,-0.421760023
leftMiddleTip,-0.6826037,0.977775335,0.7092423,0.453436464,-0.731517,-0.421759844
leftRingProximal,-0.759695768,0.9898462,0.778110445,0.537897766,-0.823246837,-0.1599711
leftRingMedial,-0.722112,0.9736366,0.762540042,0.5324198,-0.8132878,-0.204667673
leftRingDistal,-0.6989817,0.963772,0.74968195,0.5278844,-0.8052986,-0.234136134
leftRingTip,-0.677331269,0.9546143,0.7354169,0.5278845,-0.8052987,-0.234135881
leftLittleProximal,-0.7739401,0.9719788,0.777650952,0.4278733,-0.827285,-0.364037
leftLittleMedial,-0.748832762,0.9589103,0.756332338,0.426305234,-0.7922686,-0.435010344
