BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.4437604,0.9367012,0.3007049,-0.0405987427,0.713844836,0.0203555264
spine,-1.48989165,1.01688588,0.299259454,0.7050092,0.02901212,0.7085997
chest,-1.483782,1.29292393,0.2818396,-0.6855393,-0.005731139,-0.7263874
neck,-1.47120273,1.49233055,0.26681304,-0.6929271,0.00475241058,-0.7198241
head,-1.46407366,1.600565,0.261381865,-0.700131059,0.0152346976,-0.713069737
leftShoulder,-1.46104872,1.41967714,0.343035936,-0.462115556,0.418973684,-0.551692069
leftUpperArm,-1.4908154,1.42444539,0.4726549,0.0144532621,0.9978489,-0.0567710251
leftLowerArm,-1.49739575,1.168165,0.5021108,0.00167069829,0.9982945,-0.0575498
leftHand,-1.49865973,0.8858949,0.5347516,0.16551888,-0.972993433,-0.133906528
rightShoulder,-1.45334458,1.40874934,0.2044689,-0.5253573,-0.5977509,-0.424034953
rightUpperArm,-1.48813653,1.39698672,0.07655859,-0.09424315,0.051915478,-0.1409669
rightLowerArm,-1.414011,1.15377486,0.0324678533,0.03882641,-0.09489013,0.19239217
rightHand,-1.30520976,0.8915137,0.0213087462,0.227554649,0.09755592,-0.198483512
leftUpLeg,-1.44216049,0.9390647,0.3807388,0.232440829,-0.9630849,0.00031158718
leftLeg,-1.25089443,0.5580995,0.354032725,-0.2019475,-0.9740418,0.0502653942
leftFoot,-1.415363,0.167112947,0.411959827,-0.392107278,0.5891576,-0.317932457
leftToe,-1.33344889,0.0496346131,0.396209329,-0.385259628,0.592562258,-0.3115409
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.4453603,0.934337735,0.220671013,0.0292996038,0.179681554,0.0185546316
rightLeg,-1.4654398,0.508246541,0.242429316,0.0292996876,0.17968154,0.01855454
rightFoot,-1.48534787,0.0811297,0.2636605,-0.623166144,0.337762743,-0.3415434
rightToe,-1.3751018,0.0207423121,0.193245128,-0.623166144,0.337762743,-0.3415434
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.4655391,0.8756276,0.535041332,0.457582057,-0.7115065,-0.264552981
leftThumbMedial,-1.44949543,0.858197331,0.5034319,0.0911890939,-0.8323044,-0.100700617
leftThumbDistal,-1.44818938,0.8293218,0.495467216,0.06941865,-0.8275604,-0.134219974
leftThumbTip,-1.44922471,0.796634138,0.485286951,0.06942072,-0.827560663,-0.134217545
leftIndexProximal,-1.44304812,0.822884738,0.5219706,0.302662045,-0.003013552,0.06296215
leftIndexMedial,-1.43749571,0.785944462,0.4956976,-0.302210361,0.00304345973,-0.06296074
leftIndexDistal,-1.43407869,0.763202548,0.4795556,-0.3019092,0.00306339771,-0.06295978
leftIndexTip,-1.43072927,0.7409055,0.4637502,-0.301909536,0.003064913,-0.0629590452
