BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.29063761,0.9273426,0.3327149,-0.0566686131,0.7286387,0.0207926668
spine,-1.33866286,1.00641036,0.331435323,0.7180348,0.0554560758,0.6937622
chest,-1.35573816,1.28158057,0.306437284,-0.6958323,-0.05295302,-0.715924859
neck,-1.36431825,1.48063779,0.285232872,-0.7006288,-0.0306306779,-0.7122482
head,-1.36438143,1.58884692,0.275970668,-0.7050041,-0.00828992948,-0.7081433
leftShoulder,-1.34423721,1.41190553,0.363105655,-0.4801861,0.371736437,-0.5860606
leftUpperArm,-1.3804034,1.43161345,0.48965,0.1630504,0.98208046,-0.06406448
leftLowerArm,-1.46534312,1.18940067,0.5162737,0.157383919,0.9811009,-0.108680218
leftHand,-1.554907,0.926036239,0.574246943,-0.08954136,-0.97734,-0.03432093
rightShoulder,-1.33996284,1.39734888,0.224724233,-0.475851864,-0.6292668,-0.43324
rightUpperArm,-1.36941218,1.37449443,0.09697336,-0.0583205149,-0.00558495056,-0.318675965
rightLowerArm,-1.21398342,1.1706109,0.0675797,0.0443249121,-0.0443316735,0.6854678
rightHand,-0.9302832,1.15460169,0.0665769055,0.219301879,0.129395679,-0.5519081
leftUpLeg,-1.28561687,0.9316841,0.4125241,0.317004472,-0.924859464,0.0793748647
leftLeg,-1.02197731,0.59579134,0.422555238,-0.3885866,-0.89552784,0.192701057
leftFoot,-1.30331445,0.3289323,0.6039706,-0.340737849,0.5549581,-0.338340253
leftToe,-1.22650814,0.207047492,0.6019578,-0.331108928,0.559681833,-0.330467939
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.29565835,0.92300117,0.252905667,0.025889121,0.0992366448,-0.0481050275
rightLeg,-1.25702429,0.498431861,0.2789568,0.0120629342,0.107644737,0.0854235739
rightFoot,-1.330447,0.07667136,0.280709326,-0.600404263,0.3092279,-0.378660858
rightToe,-1.21578848,0.016351983,0.21766831,-0.600404263,0.3092279,-0.378660858
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.53252506,0.9005007,0.5812803,0.267321974,-0.845132,-0.289406925
leftThumbMedial,-1.52293718,0.8732621,0.554326653,-0.166710526,-0.864238858,-0.183603182
leftThumbDistal,-1.53639567,0.8469677,0.5491871,-0.193081081,-0.851440251,-0.235941738
leftThumbTip,-1.55455446,0.819083,0.5410696,-0.193079337,-0.851440966,-0.235939264
leftIndexProximal,-1.5399276,0.842381537,0.5761954,0.287364841,-0.1509613,-0.1696566
leftIndexMedial,-1.55038464,0.8068838,0.5494326,-0.287139654,0.150920257,0.1696931
leftIndexDistal,-1.55682313,0.7850381,0.532978237,-0.2869895,0.150892884,0.169717416
leftIndexTip,-1.56313586,0.763624966,0.516859531,-0.28698948,0.150894418,0.169718087
leftMiddleProximal,-1.56271,0.8454171,0.5670822,0.209631681,0.947113,0.15327467
leftMiddleMedial,-1.57861793,0.80485636,0.5497646,-0.175982222,-0.909298956,-0.306090832
leftMiddleDistal,-1.5843451,0.7816426,0.5301532,-0.150842562,-0.870376766,-0.403683871
leftMiddleTip,-1.58644724,0.7628429,0.5069868,-0.150842622,-0.8703769,-0.403683662
leftRingProximal,-1.58297157,0.854245543,0.5563343,0.202649176,0.9490343,0.07684115
leftRingMedial,-1.59827578,0.814567566,0.54588604,-0.188212574,-0.9425238,-0.134981111
leftRingDistal,-1.60645962,0.789355,0.536139131,-0.178189218,-0.936203957,-0.173474133
leftRingTip,-1.6132648,0.7652588,0.524774253,-0.1781893,-0.936204,-0.173473835
leftLittleProximal,-1.59841168,0.868546247,0.5474208,0.2308079,0.869483054,0.171028569
