BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.16380644,0.941162646,0.5707714,0.0133070936,0.6165449,0.0620775931
spine,-1.20844209,1.02219379,0.56959933,0.6452176,-0.0234260373,0.7625988
chest,-1.20069027,1.29808819,0.58864814,-0.6989408,0.0435596742,-0.713834941
neck,-1.1870923,1.49768555,0.599740148,-0.713702559,0.0146104824,-0.7002447
head,-1.18353212,1.60622835,0.600642145,-0.7275695,-0.0143570276,-0.6857765
leftShoulder,-1.17505682,1.41553962,0.665304959,-0.4903923,0.408623934,-0.4762413
leftUpperArm,-1.19837916,1.40683389,0.7960342,-0.2837684,0.9534731,-0.0276983548
leftLowerArm,-1.05733848,1.19073761,0.79531616,-0.4260189,0.8993676,-0.0566576459
leftHand,-0.837009966,1.011551,0.8048517,0.631047964,-0.7662461,-0.11367397
rightShoulder,-1.17186689,1.42304528,0.526333451,-0.5478882,-0.5838743,-0.436492175
rightUpperArm,-1.20933771,1.4205718,0.398663163,-0.0395069979,-0.10238108,0.136445656
rightLowerArm,-1.28075707,1.17293429,0.3857986,0.0826301,0.128362864,-0.0224751383
rightHand,-1.299405,0.892948151,0.341041923,0.0519516654,-0.061503768,0.172669739
leftUpLeg,-1.18238914,0.9320458,0.648135066,0.118711174,-0.990188837,-0.00547297625
leftLeg,-1.08232009,0.516991,0.636051059,-0.0367058329,-0.995811164,0.007224888
leftFoot,-1.11299717,0.09008747,0.6454431,-0.5647002,0.475203127,-0.364389628
leftToe,-0.997135639,0.0165695846,0.601507,-0.576473951,0.467464864,-0.374265283
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.14522374,0.950279534,0.493407726,0.104144417,-0.0286926869,0.456994563
rightLeg,-0.7980086,0.7108285,0.426063836,0.1031258,0.0301899835,-0.468317926
rightFoot,-1.15230763,0.479742885,0.360127956,-0.4075425,0.361456126,-0.242622137
rightToe,-1.08682764,0.356934816,0.322849184,-0.395472229,0.365049928,-0.237180561
