BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.13501513,0.9249906,0.5555173,0.003523991,0.6504635,0.0461223125
spine,-1.17901015,1.00637817,0.554996133,0.666029453,-0.009014981,0.745160937
chest,-1.17977226,1.28293049,0.5673532,-0.6959556,0.0199964978,-0.717786968
neck,-1.175708,1.4831264,0.574571252,-0.7074111,0.008546155,-0.706615448
head,-1.17227268,1.59167385,0.573758245,-0.718335032,-0.00291060843,-0.694913
leftShoulder,-1.16053414,1.40294111,0.641888559,-0.477627277,0.396842718,-0.5119682
leftUpperArm,-1.19096255,1.4003433,0.7714155,-0.222744092,0.973889053,-0.02177431
leftLowerArm,-1.07857656,1.16814315,0.77798,-0.418256342,0.9051706,-0.0330157876
leftHand,-0.86214155,0.9840272,0.7787755,0.602372766,-0.782223761,-0.145239949
rightShoulder,-1.156186,1.40786648,0.502833068,-0.5356052,-0.579566,-0.447815835
rightUpperArm,-1.18870509,1.4045161,0.373832464,-0.0370093025,-0.08715806,0.124660045
rightLowerArm,-1.25391388,1.15519166,0.360575318,0.07358468,0.129870355,0.0347282179
rightHand,-1.239842,0.8748008,0.3166881,0.105384223,-0.08131495,0.0339772366
leftUpLeg,-1.146991,0.9190229,0.634476364,0.127829716,-0.986734867,-0.00578778051
leftLeg,-1.03973639,0.5058915,0.618688762,-0.09243903,-0.9893816,0.0179024171
leftFoot,-1.11620867,0.08538455,0.6432204,-0.565320432,0.45592016,-0.381973416
leftToe,-0.9977466,0.01504834,0.601045668,-0.5752722,0.449140429,-0.3899228
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.12303925,0.930958331,0.476558268,0.06539373,0.02062092,0.2400248
rightLeg,-0.9256439,0.556707,0.418236941,0.05537637,0.01596912,-0.2661625
rightFoot,-1.14568031,0.191953152,0.375639856,-0.484501123,0.242466271,-0.3791599
rightToe,-1.04079688,0.104130343,0.3304096,-0.4792807,0.245093212,-0.377467126
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-0.8358922,1.00607049,0.773527,0.7182467,-0.355569929,-0.0222537145
leftThumbMedial,-0.8167669,1.007364,0.7389884,0.446725726,-0.6433232,0.168005556
