BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.320123,0.9245245,0.4048721,-0.01763346,0.6434497,0.0307217389
spine,-1.36433935,1.00559819,0.3992387,0.655338943,0.0085459305,0.7546955
chest,-1.37533069,1.28201926,0.410818249,-0.678514063,0.009664745,-0.7339842
neck,-1.38098311,1.48203158,0.421315074,-0.7011933,0.00427260064,-0.712950051
head,-1.37979257,1.59062994,0.421445727,-0.7224793,-0.001128033,-0.690499246
leftShoulder,-1.365339,1.40145,0.4880492,-0.4728854,0.4087275,-0.5076135
leftUpperArm,-1.39401317,1.3964709,0.617906332,-0.140226379,0.989102244,-0.00543698
leftLowerArm,-1.32230484,1.14858317,0.617457867,-0.155348092,0.9860627,-0.04147922
leftHand,-1.23424268,0.879121959,0.6369285,0.344492823,-0.9235952,-0.162178412
rightShoulder,-1.35452914,1.40902853,0.349466,-0.5529135,-0.575556755,-0.441016138
rightUpperArm,-1.39104247,1.40908408,0.2214947,-0.0176666547,-0.138571814,0.0646723062
rightLowerArm,-1.42528546,1.15335226,0.217111185,0.075267,0.139824167,0.0311710984
rightHand,-1.41378546,0.8729705,0.1724239,0.08552504,-0.131756455,0.118924081
leftUpLeg,-1.3337419,0.9225791,0.483766347,0.06808015,-0.9965942,0.007021968
leftLeg,-1.27550733,0.499461919,0.48706916,-0.127212733,-0.9905786,0.0161355976
leftFoot,-1.38267672,0.08544627,0.5066055,-0.542132556,0.493569672,-0.416478217
leftToe,-1.25956964,0.0156254545,0.4796079,-0.5483993,0.4886522,-0.422237217
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.306504,0.926469862,0.325977832,0.0344759524,-0.0138162468,0.008028655
rightLeg,-1.29924357,0.5004216,0.296643257,0.03504721,-0.0139937848,-0.034652032
rightFoot,-1.3284353,0.0744372,0.265642852,-0.5391141,0.249014154,-0.40151608
rightToe,-1.21528769,0.003188394,0.211973667,-0.5725522,0.22908935,-0.413208634
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.19970608,0.8820182,0.6357832,0.616884053,-0.5687148,-0.169603378
leftThumbMedial,-1.17891645,0.8748536,0.6029681,0.25092715,-0.790228665,0.0220422167
leftThumbDistal,-1.16628754,0.848676145,0.595606565,0.2220435,-0.7903223,-0.0183796547
leftThumbTip,-1.15498435,0.817825,0.5859299,0.222045615,-0.7903221,-0.0183773171
leftIndexProximal,-1.15969813,0.841739,0.620439231,0.346470565,0.101352625,0.25150913
leftIndexMedial,-1.14227593,0.812811852,0.5896923,-0.346393,-0.101330988,-0.251517683
leftIndexDistal,-1.13155556,0.7950125,0.5707796,-0.346341282,-0.101316564,-0.251523376
leftIndexTip,-1.12104833,0.7775675,0.552247047,-0.3463419,-0.101315193,-0.251522541
leftMiddleProximal,-1.17735243,0.8252385,0.6152085,0.239778146,-0.928228736,-0.284338623
leftMiddleMedial,-1.15666962,0.7913263,0.590302348,0.2364291,-0.8792337,-0.4115886
leftMiddleDistal,-1.14484525,0.774337053,0.567327738,0.231595024,-0.836842835,-0.492088467
leftMiddleTip,-1.135092,0.7621215,0.541829,0.231595039,-0.836842954,-0.492088258
leftRingProximal,-1.19847429,0.814210057,0.6091894,0.2552337,-0.943066955,-0.206850722
leftRingMedial,-1.1764524,0.779871166,0.5932644,0.2574942,-0.9316488,-0.2533627
leftRingDistal,-1.16234124,0.758999646,0.5805009,0.258649528,-0.9227607,-0.2840327
leftRingTip,-1.14873707,0.739617944,0.5665233,0.258649528,-0.922760844,-0.2840324
leftLittleProximal,-1.22066653,0.810288548,0.6053839,0.163949564,-0.905609,-0.358081758
leftLittleMedial,-1.20615017,0.785845757,0.5842304,0.174857676,-0.8774712,-0.422367871
leftLittleDistal,-1.19658375,0.772881269,0.568851531,0.181629255,-0.856169164,-0.464030951
leftLittleTip,-1.18665135,0.761460841,0.5519499,0.1816293,-0.856169045,-0.46403116
rightThumbProximal,-1.39183581,0.8461673,0.170914114,-0.282269,-0.430518538,0.2887881
rightThumbMedial,-1.38302,0.8195492,0.198737323,0.227417648,0.48714152,0.167305931
rightThumbDistal,-1.397954,0.79434675,0.205120087,0.325096339,0.46350202,0.22464186
rightThumbTip,-1.420481,0.7707915,0.215650022,0.325094253,0.463502765,0.224640489
rightIndexProximal,-1.40203631,0.7893319,0.182057351,-0.307965249,-0.03115364,-0.158808589
rightIndexMedial,-1.41651177,0.754629,0.207977235,0.361346424,0.0219736,0.1603366
rightIndexDistal,-1.42523146,0.73531425,0.2264254,0.3962829,0.0158109423,0.161060989
rightIndexTip,-1.43359268,0.7178557,0.246007964,0.396282762,0.015810784,0.161061168
rightMiddleProximal,-1.42549646,0.794078648,0.188254,0.271430761,-0.09700202,0.192557946
rightMiddleMedial,-1.43996394,0.757579446,0.213879138,0.339483321,-0.110861175,0.184926271
rightMiddleDistal,-1.44810772,0.7358987,0.234370679,0.383862764,-0.119774327,0.17928195
rightMiddleTip,-1.45498657,0.7167268,0.256271362,0.383862436,-0.119774245,0.179282039
rightRingProximal,-1.44638836,0.804704368,0.195644081,0.239486158,-0.225972056,0.217817172
rightRingMedial,-1.45917606,0.770091057,0.21922648,0.2950608,-0.238832578,0.203633741
rightRingDistal,-1.4655757,0.7491086,0.2370145,0.3315157,-0.246915892,0.193753079
rightRingTip,-1.47055435,0.7297199,0.255865872,0.33151558,-0.246915862,0.193753108
rightLittleProximal,-1.46208048,0.8204037,0.201089159,0.236544281,-0.304734826,0.227295622
rightLittleMedial,-1.47137523,0.792595565,0.220987767,0.24127008,-0.3059327,0.225680754
rightLittleDistal,-1.47706389,0.775184155,0.233659863,0.244416893,-0.306726545,0.224600688
rightLittleTip,-1.48275363,0.757496,0.246678844,0.244416893,-0.306726545,0.224600688
