BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.33469117,0.9362356,0.419739723,0.0005723005,0.632781446,0.0512120128
spine,-1.37944162,1.01718032,0.417475522,0.6560498,-0.009712822,0.7535383
chest,-1.38334358,1.29332864,0.436540365,-0.700498044,0.0279893633,-0.712809265
neck,-1.38135445,1.49321294,0.4503015,-0.714242458,0.00998881,-0.699716568
head,-1.37791455,1.60176253,0.4498901,-0.726721346,-0.008029439,-0.685384154
leftShoulder,-1.364432,1.41103721,0.514740169,-0.497196466,0.406352937,-0.48327145
leftUpperArm,-1.38720131,1.40591526,0.6457561,-0.2418105,0.967273235,-0.010492132
leftLowerArm,-1.26607347,1.17809868,0.6414891,-0.321553677,0.9461077,-0.008415792
leftHand,-1.093001,0.952746,0.6391452,0.486417085,-0.8435208,-0.224100247
rightShoulder,-1.36195958,1.42057264,0.375878543,-0.581021,-0.561995447,-0.425579131
rightUpperArm,-1.40279329,1.42555058,0.249317527,-0.0351666436,-0.177909657,0.163542956
rightLowerArm,-1.48787165,1.181941,0.246734276,0.10577105,0.163879275,-0.116776973
rightHand,-1.56235027,0.9118955,0.199074253,0.0494795144,-0.169054955,0.214864165
leftUpLeg,-1.350222,0.92984,0.498043329,0.06712176,-0.9968599,-4.63495962e-05
leftLeg,-1.29306567,0.50657,0.495594919,-0.104575276,-0.9933423,0.00757579925
leftFoot,-1.381639,0.08787885,0.5069273,-0.5370342,0.4964337,-0.412206173
leftToe,-1.25985515,0.0157755911,0.479927868,-0.5476435,0.488209426,-0.421914518
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.31916034,0.942631245,0.341436118,0.0594584644,-0.0139251752,0.365975261
rightLeg,-1.02813911,0.632947445,0.298623532,0.05983887,0.0127814692,-0.37474528
rightFoot,-1.32561231,0.328222275,0.254713058,-0.4498921,0.314583868,-0.289137155
rightToe,-1.24409688,0.217741743,0.211027324,-0.442567021,0.317263782,-0.2861942
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.0612241,0.9666279,0.639166951,0.7362296,-0.4592557,-0.127454042
leftThumbMedial,-1.03934956,0.9712321,0.606599,0.4158431,-0.7401578,0.0281552449
leftThumbDistal,-1.02000213,0.9516669,0.5946902,0.3832076,-0.7405068,-0.0166074131
leftThumbTip,-1.00119054,0.9274938,0.57936126,0.383209616,-0.7405066,-0.0166051835
leftIndexProximal,-1.01071608,0.9434388,0.619939268,0.4011804,0.135932192,0.392632037
leftIndexMedial,-0.9864209,0.926550746,0.585150957,-0.400928229,-0.135810852,-0.392674118
leftIndexDistal,-0.9714645,0.916151345,0.5637595,-0.400760084,-0.135729954,-0.392702162
leftIndexTip,-0.9568011,0.905954063,0.5428027,-0.400760919,-0.135728762,-0.392701268
leftMiddleProximal,-1.02226222,0.922947347,0.6123174,0.383706242,-0.8630162,-0.3275673
leftMiddleMedial,-0.992007554,0.899929941,0.5848767,0.375385016,-0.8036226,-0.4541893
leftMiddleDistal,-0.9756986,0.8904798,0.560361564,0.3650249,-0.753653049,-0.533014357
leftMiddleTip,-0.9631032,0.8855356,0.5336887,0.365024924,-0.753653169,-0.5330142
leftRingProximal,-1.03885484,0.9065886,0.604503,0.399936646,-0.875543237,-0.269248158
leftRingMedial,-1.00744808,0.8831549,0.5849528,0.401031554,-0.860107,-0.3150976
leftRingDistal,-0.9877841,0.8696049,0.5698738,0.401140064,-0.848479748,-0.345184952
leftRingTip,-0.9691417,0.8575095,0.553679347,0.401140064,-0.848479867,-0.345184684
