BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.44131756,0.9258021,0.34881717,-0.0191546511,0.7317322,0.0133903436
spine,-1.48409486,1.007807,0.351067215,0.727903247,0.014986299,0.6854458
chest,-1.49024761,1.2846396,0.349477619,-0.7200962,-0.00663424237,-0.693837464
neck,-1.49290466,1.48498642,0.3484033,-0.711764932,-0.00199982082,-0.702392936
head,-1.49236548,1.5935837,0.347238421,-0.703268766,0.002635064,-0.7107857
leftShoulder,-1.47038054,1.40826464,0.417670876,-0.472317785,0.460057616,-0.510066748
leftUpperArm,-1.48753273,1.40380716,0.549564,-0.049997706,0.9954222,-0.0218369383
leftLowerArm,-1.4609617,1.1472919,0.5587571,-0.05086629,0.9932644,-0.0507510155
leftHand,-1.42962742,0.8660722,0.5847772,0.145670325,-0.974928,-0.166879281
rightShoulder,-1.47554421,1.40745032,0.278558433,-0.5691858,-0.608357549,-0.4006861
rightUpperArm,-1.52704346,1.40333068,0.155917779,-0.0362901278,-0.0536454767,-0.0398508832
rightLowerArm,-1.50754046,1.14677846,0.136139691,0.04120958,-0.00143089716,0.0239232834
rightHand,-1.49392712,0.863915443,0.112766586,0.146174923,-0.0125427414,-0.142541438
leftUpLeg,-1.43561375,0.9265861,0.4286947,0.0217898563,-0.986940563,-0.00933659
leftLeg,-1.41851377,0.4999475,0.4178573,-0.07054831,-0.9846884,0.00559148937
leftFoot,-1.47703588,0.07612166,0.432781816,-0.5734649,0.42881307,-0.40923366
leftToe,-1.35369754,0.0135052651,0.392458379,-0.574029863,0.428403825,-0.409662068
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.44702137,0.925018132,0.268939644,0.009049053,0.1732567,-0.0247384142
rightLeg,-1.42755508,0.4984922,0.2802115,0.007870925,-0.175631449,-0.070928894
rightFoot,-1.48578644,0.07474005,0.262348175,-0.618461668,0.330818653,-0.3480095
rightToe,-1.3749671,0.0140086,0.193138808,-0.618461668,0.330818653,-0.3480095
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.39740193,0.8557922,0.5771402,0.4304533,-0.6449965,-0.3250494
leftThumbMedial,-1.38936877,0.8392766,0.5421678,0.0875346661,-0.7598341,-0.116465405
leftThumbDistal,-1.3898052,0.8105672,0.533535361,0.0626397952,-0.754686654,-0.1461511
leftThumbTip,-1.39293933,0.7780474,0.523247957,0.06264214,-0.7546869,-0.146148935
leftIndexProximal,-1.37890244,0.8034725,0.5576746,0.3001397,0.102413744,0.0262911059
leftIndexMedial,-1.37943351,0.7660944,0.5314395,-0.29980132,-0.102404378,-0.0263275988
leftIndexDistal,-1.37975585,0.7430872,0.515315,-0.299575716,-0.102398127,-0.026351925
