BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.3498615,0.9563368,0.4139211,0.016261382,0.6250765,0.05753103
spine,-1.39372194,1.03779781,0.4135662,0.6515013,-0.0224167071,0.757265747
chest,-1.39024532,1.31389487,0.432459235,-0.7015121,0.03464544,-0.7118012
neck,-1.3817625,1.51377332,0.443579763,-0.7159355,0.01474472,-0.697630763
head,-1.37598026,1.62221575,0.4422331,-0.729243934,-0.00517896144,-0.6823739
leftShoulder,-1.36722147,1.43194163,0.5090296,-0.510455847,0.394402444,-0.487779915
leftUpperArm,-1.3899982,1.431541,0.6401439,-0.227208808,0.970670342,-0.0140650673
leftLowerArm,-1.27561247,1.20023513,0.6381232,-0.252099544,0.9658728,-0.0417618081
leftHand,-1.13622773,0.9531905,0.654982746,0.4595111,-0.8690117,-0.175522432
rightShoulder,-1.36503291,1.43958139,0.370046049,-0.564402163,-0.582630932,-0.410459876
rightUpperArm,-1.40704858,1.4361285,0.243821472,-0.02746796,-0.160855234,0.09670991
rightLowerArm,-1.45833468,1.18329334,0.237931609,0.09886623,0.114267766,-0.04331745
rightHand,-1.48906684,0.905761242,0.185257316,0.08241937,-0.133994982,0.167822
leftUpLeg,-1.36683464,0.947537243,0.491690278,-0.009216805,-0.99938494,0.00614379626
leftLeg,-1.37452841,0.5205234,0.497197121,-0.00921689253,-0.99938494,0.00614390057
leftFoot,-1.38219881,0.09252876,0.5033341,-0.529589951,0.4977563,-0.421517819
leftToe,-1.25978684,0.0203078613,0.479698956,-0.5300707,0.497382283,-0.421959043
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.33288836,0.9651364,0.3361519,0.07351868,-0.0340653732,0.423318535
rightLeg,-1.004446,0.695713162,0.291800737,0.08046656,0.019283494,-0.417295069
rightFoot,-1.32910407,0.422347039,0.235729456,-0.423141569,0.36010018,-0.235079318
rightToe,-1.26376235,0.301079065,0.193495572,-0.412285179,0.363255739,-0.23017329
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.10346425,0.9645214,0.6557831,0.705135,-0.5129336,-0.121336907
leftThumbMedial,-1.07943678,0.965464652,0.6244437,0.375749469,-0.771636844,0.03279132
leftThumbDistal,-1.06104338,0.944013238,0.6144209,0.347772121,-0.772285461,-0.008593941
leftThumbTip,-1.04295731,0.918051839,0.601302445,0.347774118,-0.7722852,-0.008591612
leftIndexProximal,-1.054101,0.9360073,0.641336143,0.359576553,0.09729247,0.360947669
leftIndexMedial,-1.02910972,0.9140475,0.610049,-0.359075636,-0.09708092,-0.3610048
leftIndexDistal,-1.01372027,0.900519431,0.590824246,-0.3587416,-0.09693987,-0.3610428
leftIndexTip,-0.9986294,0.887250543,0.5719991,-0.358742416,-0.0969386,-0.361041963
leftMiddleProximal,-1.066878,0.9159252,0.6346457,0.348346859,-0.900804639,-0.259128451
leftMiddleMedial,-1.03726935,0.886715531,0.6130063,0.3442405,-0.84109,-0.4137199
leftMiddleDistal,-1.02074063,0.8737069,0.5903379,0.335496366,-0.7864887,-0.5099333
leftMiddleTip,-1.00782585,0.8660854,0.5644602,0.3354964,-0.786488831,-0.5099331
leftRingProximal,-1.08432972,0.900325954,0.6271561,0.368748039,-0.9024104,-0.216925442
leftRingMedial,-1.054212,0.8725646,0.611665547,0.370931357,-0.8897549,-0.264078736
leftRingDistal,-1.03509593,0.856032968,0.5990587,0.371816963,-0.879947066,-0.295117855
leftRingTip,-1.01679885,0.8409281,0.5851607,0.371816963,-0.8799472,-0.2951176
leftLittleProximal,-1.10467255,0.8912493,0.6220438,0.26593098,-0.86046,-0.3962303
leftLittleMedial,-1.08344114,0.8719528,0.6012467,0.279663831,-0.825116754,-0.4653732
leftLittleDistal,-1.06992352,0.862811,0.586087346,0.287781239,-0.798454762,-0.5097645
leftLittleTip,-1.056243,0.8556725,0.569455266,0.287781268,-0.7984546,-0.509764731
rightThumbProximal,-1.4698658,0.8769124,0.18401435,-0.305849016,-0.438407719,0.260426939
rightThumbMedial,-1.46391714,0.850159347,0.2124618,0.22853893,0.496497571,0.223285019
rightThumbDistal,-1.48152733,0.826298654,0.216874734,0.3259935,0.465293735,0.282608747
rightThumbTip,-1.50688088,0.8047976,0.2251268,0.325991482,0.465294659,0.282607377
rightIndexProximal,-1.48565257,0.821447432,0.195542485,-0.290116072,-0.06413047,-0.207462028
rightIndexMedial,-1.50501323,0.787397146,0.219024763,0.359374285,0.0483498126,0.211696669
rightIndexDistal,-1.5167861,0.7690762,0.236777842,0.404444516,0.03767059,0.213855311
rightIndexTip,-1.52808809,0.7530676,0.256121457,0.404444367,0.03767044,0.21385549
rightMiddleProximal,-1.50854468,0.8285328,0.20162946,0.232963458,-0.06624988,0.235463768
rightMiddleMedial,-1.52787876,0.7919363,0.223652914,0.31702587,-0.087247245,0.228516325
rightMiddleDistal,-1.53911865,0.7704583,0.242852911,0.3716774,-0.100861639,0.222841769
rightMiddleTip,-1.54881394,0.7517835,0.2641078,0.371677071,-0.100861542,0.222841844
rightRingProximal,-1.528304,0.841224,0.2088748,0.198836267,-0.190805018,0.2557304
rightRingMedial,-1.54573572,0.8066226,0.229285866,0.272400856,-0.21067065,0.239629447
rightRingDistal,-1.55478072,0.7858151,0.2461045,0.320506334,-0.223171666,0.228032216
rightRingTip,-1.562032,0.766826749,0.264623284,0.320506215,-0.223171636,0.228032246
rightLittleProximal,-1.54238355,0.8584361,0.214154437,0.210400492,-0.272336066,0.261571348
rightLittleMedial,-1.55503869,0.8309874,0.232649133,0.2196381,-0.275004566,0.258764327
rightLittleDistal,-1.56271732,0.8138458,0.244620174,0.225783736,-0.276767522,0.2568778
rightLittleTip,-1.57034945,0.7964653,0.2570462,0.225783736,-0.276767522,0.2568778
