BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.27561581,0.9518246,0.469144553,0.0108028175,0.6265764,0.051018808
spine,-1.319219,1.03340864,0.4675408,0.65018487,-0.0161639638,0.758929431
chest,-1.31469309,1.30984581,0.479999751,-0.69493556,0.0268392861,-0.7185443
neck,-1.30543566,1.50990915,0.486003071,-0.708721459,0.009767506,-0.7053629
head,-1.30254793,1.61847556,0.48610884,-0.722037435,-0.00731075741,-0.6917137
leftShoulder,-1.29248166,1.4297725,0.5538402,-0.4993382,0.3894293,-0.5079452
leftUpperArm,-1.31967163,1.431728,0.6840967,-0.203109413,0.977466345,-0.0267306212
leftLowerArm,-1.21650541,1.19533658,0.692244768,-0.322830528,0.943079233,-0.0672376752
leftHand,-1.04183328,0.97298044,0.7203661,0.395847648,-0.9127975,-0.0948382244
rightShoulder,-1.2877413,1.43372643,0.4147665,-0.541061,-0.591137469,-0.422747552
rightUpperArm,-1.32525241,1.426131,0.287310243,-0.0105681242,-0.06417712,0.07286733
rightLowerArm,-1.36302948,1.17087746,0.284296036,0.0978962,0.0217680968,0.0331341
rightHand,-1.345516,0.8927944,0.228562757,0.138417915,0.029074084,0.151197478
leftUpLeg,-1.29240143,0.944386065,0.5470963,0.000172770233,-0.998056948,0.01663132
leftLeg,-1.29140091,0.517503738,0.5612668,0.000172791537,-0.9980569,0.0166313928
leftFoot,-1.29032385,0.08965424,0.576084,-0.545772254,0.48466897,-0.407025516
leftToe,-1.16866374,0.0188421384,0.545365334,-0.5463423,0.484246,-0.407528669
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.25883019,0.959263146,0.3911928,0.0824175254,-0.03261586,0.393637627
rightLeg,-0.948861837,0.6703117,0.337741733,0.0986787,-0.005287992,-0.397717923
rightFoot,-1.25898325,0.386086345,0.258265257,-0.4127338,0.3191718,-0.286808223
rightToe,-1.1817044,0.269454956,0.223852187,-0.4020295,0.3229519,-0.282545149
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.00772452,0.9792256,0.720093966,0.600979745,-0.5849517,-0.111964688
leftThumbMedial,-0.984666646,0.9692486,0.6896118,0.2579639,-0.788760066,0.0519312955
leftThumbDistal,-0.9707355,0.943418443,0.6834745,0.225910336,-0.79043746,0.006930612
leftThumbTip,-0.9582323,0.912666142,0.675039,0.225912437,-0.7904372,0.00693295151
leftIndexProximal,-0.9632969,0.941600263,0.711787,0.3009634,0.09861884,0.277659774
leftIndexMedial,-0.9430061,0.911246,0.68435365,-0.300400585,-0.09844646,-0.277721137
leftIndexDistal,-0.9305105,0.8925543,0.6675039,-0.300025284,-0.09833151,-0.277762
leftIndexTip,-0.9182568,0.874225438,0.651008844,-0.30002594,-0.09833012,-0.277761251
leftMiddleProximal,-0.978991449,0.922836542,0.7081938,0.267382145,-0.9453341,-0.18668215
leftMiddleMedial,-0.9552931,0.885923862,0.69164145,0.26344648,-0.899740756,-0.344925225
leftMiddleDistal,-0.9416083,0.8666508,0.6717026,0.256526738,-0.854603469,-0.44515124
leftMiddleTip,-0.930502832,0.852531731,0.64778924,0.256526738,-0.8546036,-0.445151031
leftRingProximal,-0.9986229,0.9090106,0.7029558,0.2896755,-0.94580555,-0.139290258
