BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.19897854,0.9140432,0.473797828,-0.03282887,0.6384855,0.0285392478
spine,-1.24440479,0.9942139,0.465498269,0.6505598,0.02269617,0.7586966
chest,-1.25709212,1.27077341,0.468875378,-0.674052536,-0.00237617665,-0.738446
neck,-1.26323187,1.47100019,0.473190278,-0.6965696,-0.00314930663,-0.717449
head,-1.26262915,1.57959247,0.4716516,-0.7179728,-0.0039174,-0.6953048
leftShoulder,-1.248324,1.39252424,0.542550564,-0.478628248,0.391554117,-0.5164004
leftUpperArm,-1.27986467,1.39139438,0.6718323,-0.1392856,0.990162,-0.011193
leftLowerArm,-1.2086432,1.14342034,0.677027047,-0.282373339,0.9575853,-0.0430096462
leftHand,-1.0540458,0.9056313,0.6943313,0.479849249,-0.86521554,-0.145279527
rightShoulder,-1.23570943,1.39589787,0.403953671,-0.5266698,-0.5887314,-0.4362796
rightUpperArm,-1.26820028,1.38730657,0.2751887,0.002555454,-0.0731109157,0.03823024
rightLowerArm,-1.287767,1.13001275,0.277946085,0.07322316,0.09977319,0.08006548
rightHand,-1.24691451,0.852549434,0.232248127,0.0815706253,-0.110717237,0.11828848
leftUpLeg,-1.21363759,0.913888037,0.5525294,0.126643524,-0.9912892,-0.00546214869
leftLeg,-1.106563,0.5004957,0.544037461,-0.128356665,-0.9906817,0.00495596137
leftFoot,-1.21519113,0.08651513,0.553832948,-0.5575814,0.488793582,-0.393596441
leftToe,-1.09421539,0.0164951757,0.518886745,-0.5615282,0.485911,-0.397149682
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.1843195,0.9141984,0.3950663,0.00758853974,0.0525408164,-0.01972544
rightLeg,-1.20148313,0.4874613,0.389479637,0.00758854067,0.05254081,-0.0197254177
rightFoot,-1.21875119,0.0597475171,0.383265018,-0.5543293,0.200643,-0.366644382
rightToe,-1.113809,-0.0137335882,0.317334622,-0.5960683,0.178529367,-0.377906054
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.02204192,0.918694,0.6915749,0.6660322,-0.469152749,-0.0872008
leftThumbMedial,-1.0013057,0.9148389,0.6581755,0.3354645,-0.727572262,0.101265624
