BoneName,PosX,PosY,PosZ,RotX,RotY,RotZ
hip,-1.44662607,0.9334413,0.321221441,-0.03075779,0.7097199,0.0182184838
spine,-1.49138021,1.01440811,0.3201234,0.7031236,0.0212293621,0.7107494
chest,-1.48538375,1.2907542,0.306814969,-0.688709557,-0.002107603,-0.7239021
neck,-1.47421741,1.4904623,0.295026273,-0.6940771,0.00366100948,-0.7193262
head,-1.46920836,1.59888756,0.291297585,-0.6992873,0.009428793,-0.714587152
leftShoulder,-1.462997,1.41661811,0.369944,-0.457858384,0.432303637,-0.5449486
leftUpperArm,-1.49061561,1.41837573,0.5001131,-0.007511536,0.9975122,-0.04254771
leftLowerArm,-1.48552454,1.16128755,0.5218012,-0.0229362566,0.998081744,-0.053604506
leftHand,-1.471881,0.879065633,0.551935,0.168668464,-0.9738799,-0.141091719
rightShoulder,-1.45630419,1.40805149,0.231158555,-0.5368571,-0.592439055,-0.4235485
rightUpperArm,-1.49294257,1.39943039,0.103513807,-0.0886237547,0.0623621754,-0.101817131
rightLowerArm,-1.43812621,1.1507827,0.0615607835,0.0366909578,-0.113949627,0.12736465
rightHand,-1.36448276,0.87661314,0.04927838,0.249766052,0.105411664,-0.132047728
leftUpLeg,-1.44598,0.934884667,0.401290566,0.174381256,-0.975117743,-0.0101232566
leftLeg,-1.30190384,0.53383,0.372523457,-0.164390013,-0.979162455,0.0333138034
leftFoot,-1.43631268,0.129828691,0.417168081,-0.4348544,0.5455394,-0.326916635
leftToe,-1.345632,0.0204902068,0.393058836,-0.526646733,0.489549249,-0.405991465
leftToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
rightUpLeg,-1.44727218,0.931997955,0.241152316,0.0175169036,0.1798393,0.0195917878
rightLeg,-1.46642041,0.5054693,0.252857,0.01751686,0.179839283,0.0195918456
rightFoot,-1.48539472,0.0779281557,0.264010549,-0.62274164,0.336978674,-0.342114627
rightToe,-1.37510991,0.0175048038,0.193686634,-0.62274164,0.336978674,-0.342114627
rightToeEnd,0.0,0.0,0.0,0.0,0.0,0.0
leftThumbProximal,-1.43865418,0.869326353,0.5500382,0.453483045,-0.6933653,-0.278280258
leftThumbMedial,-1.42449737,0.8521898,0.5173842,0.09745729,-0.8143674,-0.09840021
leftThumbDistal,-1.42306352,0.8233577,0.5092852,0.0768494,-0.8102394,-0.128019363
leftThumbTip,-1.423768,0.790633142,0.499195725,0.07685155,-0.8102396,-0.128017
leftIndexProximal,-1.41623366,0.8169728,0.535378158,0.3028296,0.0309002176,0.06064821
leftIndexMedial,-1.41182244,0.780015647,0.508913159,-0.3023243,-0.0308679827,-0.06066462
leftIndexDistal,-1.40910554,0.757261634,0.492655575,-0.30198738,-0.0308464859,-0.0606755465
leftIndexTip,-1.406441,0.7349517,0.476738542,-0.3019877,-0.0308449715,-0.0606748
leftMiddleProximal,-1.43878031,0.8077876,0.531067431,-0.03492896,0.9778244,0.202646866
leftMiddleMedial,-1.43482387,0.7648683,0.512617052,0.0384865,-0.954582,-0.293222636
leftMiddleDistal,-1.43189466,0.739353836,0.495391726,0.0406728573,-0.9344176,-0.3522357
leftMiddleTip,-1.42891014,0.7169656,0.475785851,0.0406728461,-0.934417665,-0.3522355
leftRingProximal,-1.462624,0.804932058,0.5258407,-0.0559153445,0.9832129,0.161607966
leftRingMedial,-1.45690823,0.7637014,0.5122359,0.0597419962,-0.971342,-0.222079873
leftRingDistal,-1.452877,0.7384462,0.5002535,0.06216717,-0.961359739,-0.2619395
leftRingTip,-1.44876158,0.7149346,0.486601919,0.0621671565,-0.9613598,-0.2619392
leftLittleProximal,-1.484851,0.809149,0.5225946,0.0206719339,0.935529947,0.279910535
leftLittleMedial,-1.48196661,0.779297054,0.5037217,-0.00649919268,-0.915061533,-0.340923131
leftLittleDistal,-1.47896039,0.7622031,0.489762366,0.00296955323,-0.899200439,-0.380794853
leftLittleTip,-1.47511637,0.746095359,0.4742541,0.00296963239,-0.8992003,-0.380795062
